aiddata_id,aiddata_2_id,year,donor,donor_iso,donor_region,implementing_agency,financing_agency,crs_bi_multi,recipient,recipient_iso,recipient_region,start_date,end_date,commitment_date,planned_start_date,planned_end_date,title,short_description,long_description,donor_project_id,donor_secondary_id,aiddata_sector_code,aiddata_sector_name,aiddata_purpose_code,aiddata_purpose_name,aiddata_activity_codes,aiddata_activity_names,flow_name,crs_sector_code,crs_sector_name,crs_purpose_code,crs_purpose_name,coalesced_purpose_code,coalesced_purpose_name,commitment_amount_usd_constant,total_project_cost,crs_trade,crs_climate,crs_biodiversity,crs_gender,crs_environment,crs_desertification,pdgg,channel_code,finance_t,associated_financing,future_ds_principal_amount_usd_nominal,future_ds_interest_amount_usd_nominal,received_amount_usd_nominal,irtc_amount_usd_nominal,untied_amount_usd_nominal,tied_amount_usd_nominal,partial_tied_amount_usd_nominal,finance_t,arrears_interest_amount_usd_nominal,arrears_principal_amount_usd_nominal,initial_report,ftc,repay_type,outstanding_amount_usd_nominal,interest_amount_usd_nominal,expert_commitment_amount_usd_nominal,export_credit_amount_usd_nominal,expert_extended_amount_usd_nominal,additional_info,source,source_detail
116190915,,2012,Austria,AT,Europe,BMI,BMI,1,Belarus,BY,Europe,31/12/2011,30/12/2012,01/01/2012,,,"Support for voluntary returnees, reintegration aid and travelling costs","SUPPORT FOR VOLUNTARY RETURNEES, REINTEGRATION AID AND TRAVELLING COSTS","Unterstützung für freiwillig zurückkehrende Flüchtlinge, Reintegrationshilfen und Transportkosten",bmi-r-19/2012,2012818018,720,Emergency response,72010,Material relief assistance and services,15110.05|15110.03|15120.02|15120.01,"Development planning and preparation of structural reforms|Institutional capacity building, Government|Improving public expenditure and financial management systems|Public sector financial management, activity unspecified or does not fit elsewhere in group",ODA Grants,720,VIII.1. Emergency Response,72010,Material relief assistance and services ,72010,Material relief assistance and services,5601,0,,,,0,0,,0,11000,C01,,0,0,0,0,0,5281.5938303342,0,C01,0,0,8,,,0,0,0,0,0,,OECD,OECD Online 2012 - 2014 July
116194550,,2012,Austria,AT,Europe,Verein Kultur und Sprache,BM:UKK,1,Belarus,BY,Europe,31/12/2011,30/12/2012,01/01/2012,,,Cooperation projects - culture & art,COOPERATION PROJECTS - CULTURE & ART,KulturKontakt - Projekte im Bereich Kultur-/Kunstförderung und -kooperation,KKA-04/2012,2012818170,160,Other social infrastructure and services,16010,Social/ welfare services,16010.07,Culture and recreation,ODA Grants,160,I.6. Other Social Infrastructure & Services,16061,Culture and recreation,16010,Social/ welfare services,18556,0,,,,0,0,,0,51000,C01,,0,0,0,0,0,17498.7146529563,0,C01,0,0,8,1,,0,0,0,0,0,,OECD,OECD Online 2012 - 2014 July
116197219,,2012,Austria,AT,Europe,ÖAD GmbH,BMWF,1,Belarus,BY,Europe,31/12/2011,30/12/2012,01/01/2012,,,Imputed students  costs,IMPUTED STUDENTS COSTS,Indirekte Studienplatzkosten (26),indst-097/2012,2012800097,114,Post-secondary education,11420,Higher education,15150.02,Community participation and development,ODA Grants,114,I.1.d. Post-Secondary Education,11420,Imputed student costs,11420,Higher education,1034161,0,,,,0,0,,0,51000,E02,,0,0,0,0,0,975243.958868895,0,E02,0,0,8,1,,0,0,0,0,0,,OECD,OECD Online 2012 - 2014 July
116197290,,2012,Austria,AT,Europe,ÖAD GmbH,BMWF,1,Belarus,BY,Europe,31/12/2010,30/12/2011,01/01/2012,,,Austrian Medical Seminars - Seminar for physicians,AUSTRIAN MEDICAL SEMINARS - SEMINAR FOR PHYSICIANS,Austrian Medical Seminars - Weiterbildungsseminare für Mediziner (31 Teilnehmer),bmwf-003-geo18/2012,2012818115ar,121,"Health, general",,,,,ODA Grants,121,"I.2.a. Health, General",12181,Medical education/training,12181,Medical education/training,38151,0,,,,0,0,,0,50000,E01,,0,0,0,0,0,0,0,E01,0,0,8,1,,0,0,0,0,0,,OECD,OECD Online 2012 - 2014 July
116205954,,2012,Austria,AT,Europe,n.a.,MISC,1,Belarus,BY,Europe,31/12/2011,30/12/2012,01/01/2012,,,Small-scale commitments aggregated by sector and recipient country,SMALL-SCALE COMMITMENTS AGGREGATED BY SECTOR AND RECIPIENT COUNTRY,Semiaggregierte Daten je Empf„ngerland und DAC5-Sektor fr Kleincommitments,aggregate,2012988062,998,Unallocated/  unspecified,99810,Sectors not specified,99810.01,All other activities when sector is not specified,ODA Grants,111,"I.1.a. Education, Level Unspecified",11130,Teacher training,99810,Sectors not specified,5179,0,,,,,,,,50000,C01,,0,0,0,0,0,4884.3187660668,0,C01,0,0,8,,,0,0,0,0,0,,OECD,OECD Online 2012 - 2014 July
116205986,,2012,Austria,AT,Europe,n.a.,MISC,1,Belarus,BY,Europe,31/12/2011,30/12/2012,01/01/2012,,,Small-scale commitments aggregated by sector and recipient country,SMALL-SCALE COMMITMENTS AGGREGATED BY SECTOR AND RECIPIENT COUNTRY,Semiaggregierte Daten je Empf„ngerland und DAC5-Sektor fr Kleincommitments,aggregate,2012988063,998,Unallocated/  unspecified,99810,Sectors not specified,99810.01,All other activities when sector is not specified,ODA Grants,114,I.1.d. Post-Secondary Education,11420,Higher education,99810,Sectors not specified,12812,0,,,,,,,,50000,C01,,0,0,0,0,0,12082.2622107969,0,C01,0,0,8,,,0,0,0,0,0,,OECD,OECD Online 2012 - 2014 July
116206050,,2012,Austria,AT,Europe,n.a.,MISC,1,Belarus,BY,Europe,31/12/2011,30/12/2012,01/01/2012,,,Small-scale commitments aggregated by sector and recipient country,SMALL-SCALE COMMITMENTS AGGREGATED BY SECTOR AND RECIPIENT COUNTRY,Semiaggregierte Daten je Empf„ngerland und DAC5-Sektor fr Kleincommitments,aggregate,2012988064,998,Unallocated/  unspecified,99810,Sectors not specified,99810.01,All other activities when sector is not specified,ODA Grants,121,"I.2.a. Health, General",12191,Medical services,99810,Sectors not specified,16601,0,,,,,,,,50000,C01,,0,0,0,0,15655.5269922879,0,0,C01,0,0,8,,,0,0,0,0,0,,OECD,OECD Online 2012 - 2014 July
116206084,,2012,Austria,AT,Europe,n.a.,MISC,1,Belarus,BY,Europe,31/12/2011,30/12/2012,01/01/2012,,,Small-scale commitments aggregated by sector and recipient country,SMALL-SCALE COMMITMENTS AGGREGATED BY SECTOR AND RECIPIENT COUNTRY,Semiaggregierte Daten je Empf„ngerland und DAC5-Sektor fr Kleincommitments,aggregate,2012988065,998,Unallocated/  unspecified,99810,Sectors not specified,99810.01,All other activities when sector is not specified,ODA Grants,720,VIII.1. Emergency Response,72010,Material relief assistance and services ,99810,Sectors not specified,11354,0,,,,,,,,50000,C01,,0,0,0,0,5424.1645244216,5282.7763496144,0,C01,0,0,8,,,0,0,0,0,0,,OECD,OECD Online 2012 - 2014 July
116246436,,2012,France,FR,Europe,Comité international de la Croix-Rouge,MAE,1,Belarus,BY,Europe,,,01/01/2012,,,Actions dans le domaine de la culture SCAC,ACTIONS DANS LE DOMAINE DE LA CULTURE SCAC,Actions dans le domaine de la culture,,2012061267,151,"Government and civil society, general",15150,Strengthening civil society,15150.01|16010.07,"Strengthening civil society, activity unspecified or does not fit elsewhere in group|Culture and recreation",ODA Grants,160,I.6. Other Social Infrastructure & Services,16061,Culture and recreation,15150,Strengthening civil society,40124,0,,,,,,,,11000,D02,,0,0,0,0,37660.6683804627,0,0,D02,0,0,8,1,,0,0,0,0,0,,OECD,OECD Online 2012 - 2014 July
116246504,,2012,France,FR,Europe,Comité international de la Croix-Rouge,MAE,1,Belarus,BY,Europe,,,01/01/2012,,,Actions dans le domaine du Français,ACTIONS DANS LE DOMAINE DU FRANÇAIS,Actions dans le domaine du Français,,2012061393,998,Unallocated/  unspecified,99810,Sectors not specified,99810.01,All other activities when sector is not specified,ODA Grants,111,"I.1.a. Education, Level Unspecified",11130,Teacher training,99810,Sectors not specified,33195,0,,,,,,,,11000,D02,,0,0,0,0,31156.8123393316,0,0,D02,0,0,8,1,,0,0,0,0,0,,OECD,OECD Online 2012 - 2014 July
116246536,,2012,France,FR,Europe,Comité international de la Croix-Rouge,MAE,1,Belarus,BY,Europe,,,01/01/2012,,,Actions dans le domaine de l'enseignement supérieur (bourses),ACTIONS DANS LE DOMAINE DE L'ENSEIGNEMENT SUPÉRIEUR (BOURSES),Actions dans le domaine de l'enseignement supérieur (bourses),,2012061697,114,Post-secondary education,11420,Higher education,11420.06,Scholarships for post-secondary education,ODA Grants,114,I.1.d. Post-Secondary Education,11420,Higher education,11420,Higher education,31661,0,,,,,,,,11000,E01,,0,0,0,0,29717.2236503856,0,0,E01,0,0,8,1,,0,0,0,0,0,,OECD,OECD Online 2012 - 2014 July
116246567,,2012,France,FR,Europe,Comité international de la Croix-Rouge,MAE,1,Belarus,BY,Europe,,,01/01/2012,,,Expertise technique dans le domaine de l'éducation,EXPERTISE TECHNIQUE DANS LE DOMAINE DE L'ÉDUCATION,Expertise technique dans le domaine de l'éducation,,2012060218,111,"Education, level unspecified",11105,"Education, level unspecified, purpose unspecified or does not fit under any other applicable codes",11105.01,"Education, level unspecified, activity unspecified or does not fit under any other applicable codes",ODA Grants,111,"I.1.a. Education, Level Unspecified",11110,Education policy & admin. management,11105,"Education, level unspecified, purpose unspecified or does not fit under any other applicable codes",151753,0,,,,1,,,,10000,D01,,0,0,0,0,0,142436.417609254,0,D01,0,0,8,1,,0,0,0,0,0,,OECD,OECD Online 2012 - 2014 July
116246628,,2012,France,FR,Europe,Comité international de la Croix-Rouge,MAE,1,Belarus,BY,Europe,,,01/01/2012,,,Actions dans le domaine de la gouvernance - Bourses,ACTIONS DANS LE DOMAINE DE LA GOUVERNANCE - BOURSES,Actions dans le domaine de la gouvernance - Bourses,,2012060639,151,"Government and civil society, general",15110,Economic and development policy/planning,24030.02,All formal sector financial intermediaries,ODA Grants,151,I.5.a. Government & Civil Society-general,15110,Public sector policy and adm. management,15110,Economic and development policy/planning,7782,0,,,,,,,1,10000,E01,,0,0,0,0,7304.6272493573,0,0,E01,0,0,8,1,,0,0,0,0,0,,OECD,OECD Online 2012 - 2014 July
116246668,,2012,France,FR,Europe,Comité international de la Croix-Rouge,MAE,1,Belarus,BY,Europe,,,01/01/2012,,,Actions dans le domaine de l'enseignement supérieur,ACTIONS DANS LE DOMAINE DE L'ENSEIGNEMENT SUPÉRIEUR,Actions dans le domaine de l'enseignement supérieur,,2012061548,114,Post-secondary education,11420,Higher education,11420.01,"Post-secondary education, activity unspecified or does not fit elsewhere in group",ODA Grants,114,I.1.d. Post-Secondary Education,11420,Higher education,11420,Higher education,162444,0,,,,,,,,11000,D02,,0,0,0,0,152471.722365039,0,0,D02,0,0,8,1,,0,0,0,0,0,,OECD,OECD Online 2012 - 2014 July
116246714,,2012,France,FR,Europe,Comité international de la Croix-Rouge,MAE,1,Belarus,BY,Europe,,,01/01/2012,,,"Institut Français,BELARUS","INSTITUT FRANÇAIS,BELARUS",Actions dans le domaine de la culture (Institut Français),,2012061952,160,Other social infrastructure and services,,,,,ODA Grants,160,I.6. Other Social Infrastructure & Services,16061,Culture and recreation,16010,Social/ welfare services,19447,0,,,,1,,,,11000,D02,,0,0,0,0,18252.9434447301,0,0,D02,0,0,8,1,,0,0,0,0,0,,OECD,OECD Online 2012 - 2014 July
116246768,,2012,France,FR,Europe,Comité international de la Croix-Rouge,MAE,1,Belarus,BY,Europe,,,01/01/2012,,,Frais administratifs (personnel des SCAC/EAF),FRAIS ADMINISTRATIFS (PERSONNEL DES SCAC/EAF),Frais administratifs (personnel des SCAC/EAF),,2012060794,910,Administrative costs of donors,91010,Administrative costs,91010.01,All items relating to otherwise unspecified adminstrative costs of donors,ODA Grants,910,Administrative Costs of Donors,91010,Administrative costs (non-sector allocable),91010,Administrative costs,481025,0,,,,,,,,11000,G01,,0,0,0,0,0,0,0,G01,0,0,8,,,0,0,0,0,0,,OECD,OECD Online 2012 - 2014 July
116256905,,2012,Spain,ES,Europe,HUMANITARIOS CON LA INFANCIA,MUNIC,1,Belarus,BY,Europe,19/6/2012,18/9/2012,01/01/2012,,,Shelter program for minors.,SHELTER PROGRAM FOR MINORS.,"PROGRAMA DE ACOGIDA DE MENORES :: ACOGIDA DE MENORES AFECTADOS POR RADIOACTIVIAD DE CHERNOVIL, RESIDENTES EN ORFANATOS",2012-FEMP-12519-1,2012005261,930,Refugees in donor countries,,,,,ODA Grants,930,Refugees in Donor Countries,93010,Refugees in donor countries (non-sector allocable),93010,Refugees in Donor Countries,1639,0,0,,,1,0,,0,22000,H02,,0,0,0,0,0,0,0,H02,0,0,1,,,0,0,0,0,0,,OECD,OECD Online 2012 - 2014 July
116257003,,2012,Spain,ES,Europe,Humanitarios con la Infancia,MUNIC,1,Belarus,BY,Europe,12/12/2012,11/1/2013,01/01/2012,,,Hosting Belarusian children (Christmas 2012),HOSTING BELARUSIAN CHILDREN (CHRISTMAS 2012),Acogida Niños Bielorrusos Navidad 2012 :: Traer a niños procedentes de orfanatos bielorrusos a pasar las navidades con familias de acogida. Estas familias ya los trajeron en verano pasado.,2012-FEMP-12183-1,2012006401,160,Other social infrastructure and services,,,,,ODA Grants,160,I.6. Other Social Infrastructure & Services,16050,Multisector aid for basic soc. serv.,16050,Multisector aid for social services ,8827,0,0,0,0,1,0,,0,22000,C01,,0,0,0,0,8183.8046272494,0,0,C01,0,0,1,,,0,0,0,0,0,,OECD,OECD Online 2012 - 2014 July
116257102,,2012,Spain,ES,Europe,Asoc. Niños promundi Manzallanos y Asoc. Hausa,MUNIC,1,Belarus,BY,Europe,31/12/2011,30/12/2012,01/01/2012,,,Hosting foreign minors (Holidays in Peace).,HOSTING FOREIGN MINORS (HOLIDAYS IN PEACE).,"Acogida a Menores Extranjeros (Vacaciones en Paz) :: Acoger en la localidad a 10 niños/as bieloruusos , para facilitar educación intercultural",2012-FEMP-13162-1,2012006518,160,Other social infrastructure and services,,,,,ODA Grants,160,I.6. Other Social Infrastructure & Services,16050,Multisector aid for basic soc. serv.,16050,Multisector aid for social services ,6707,0,0,0,0,2,0,,0,22000,C01,,0,0,0,0,6218.5089974293,0,0,C01,0,0,1,,,0,0,0,0,0,,OECD,OECD Online 2012 - 2014 July
116257205,,2012,Spain,ES,Europe,ONGD Asociación Niños de Acogida en Huelva - ASNIA,MUNIC,1,Belarus,BY,Europe,31/12/2011,30/12/2012,01/01/2012,,,After desolation there is life. Take care of it.,AFTER DESOLATION THERE IS LIFE. TAKE CARE OF IT.,"Tras la desolación queda vida, cuidémosla :: El programa consiste en apartar a los menores bielorrusos, de manera temporal, del ambiente contaminado por radiactividad en el que habitualmente habitan. El programa contempla una serie de actuaciones médico-sanitarias tendentes a la consecución del objetivo general de la descontaminación como de otros específicos que, de manera genérica, pretenden mejorar la salud de los menores; así como una serie de actividades lúdico-culturales que permitan dar a conocer a los niños nuestra lengua, cultura y tradiciones.",2012-FEMP-11622-1,2012006022,160,Other social infrastructure and services,,,,,ODA Grants,160,I.6. Other Social Infrastructure & Services,16050,Multisector aid for basic soc. serv.,16050,Multisector aid for social services ,4159,0,0,0,0,1,0,,0,22000,C01,,0,0,0,0,3856.0411311054,0,0,C01,0,0,1,,,0,0,0,0,0,,OECD,OECD Online 2012 - 2014 July
116257305,,2012,Spain,ES,Europe,Cofradía del Stmo. Cristo de la Veracruz,MUNIC,1,Belarus,BY,Europe,31/12/2011,30/12/2012,01/01/2012,,,"XI Supportive program of hosting and health for children  of the Chernobyl nuclear disaster, in the Belorussian region.","XI SUPPORTIVE PROGRAM OF HOSTING AND HEALTH FOR CHILDREN OF THE CHERNOBYL NUCLEAR DISASTER, IN THE BELORUSSIAN REGION.","XI Programa Solidario de Acogida y Saneamiento de los Niños del desastre nuclear de Chernobyl, en la zona bielorrusia :: Saneamiento de los niños/as afectados por la radioactividad vertida al medio ambiente tras el accidente en la central nuclear de Chernobyl (Ucrania) en abril de 1986.",2012-FEMP-11931-1,2012006754,160,Other social infrastructure and services,,,,,ODA Grants,160,I.6. Other Social Infrastructure & Services,16050,Multisector aid for basic soc. serv.,16050,Multisector aid for social services ,1386,0,0,0,0,2,0,,0,52000,C01,,0,0,0,0,1285.3470437018,0,0,C01,0,0,1,,,0,0,0,0,0,,OECD,OECD Online 2012 - 2014 July
116257374,,2012,Spain,ES,Europe,ASOCIACIÓN LEDICIA CATIVA,MUNIC,1,Belarus,BY,Europe,25/6/2012,24/8/2012,01/01/2012,,,Temporary hosting of boys and girls.,TEMPORARY HOSTING OF BOYS AND GIRLS.,"ACOGIMIENTO TEMPORAL DE NIÑOS Y NIÑAS BIELORUSOS :: COOPERACION INTERNACIONAL, MEDIANTE ACOGIMIENTOS ESTIVALES EN LOS MESES DE JULIO Y AGOSTO DE MENORES AFECTADOS POR LA RADIACIÓN DE CHERNOBIL. CON ESTE PROGRAMA SE PERSIGUE LA RECUPERACIÓN FÍSICA Y SANITARIA DE LOS MENORES AFECTADOS POR LAS RADIACIONES, EL DESARROLLO DE VÍNCULOS CULTURALES Y AFECTIVOS Y EL DESARROLLO DE LOS MENORES EN VALORES FAMILIARES Y SOCIALES. LA FECHA DE LLEGADA DE LOS NIÑOS FUE EN EL MES DE JULIO Y LA VUELTA EN EL MES DE AGOSTO. LA ACOGIDA DE NIÑOS EN EL MUNICIPIO DE OURENSE FUE DE 5 MENORES MAS 1 MONITORA ADULTA",2012-FEMP-11882-1,2012006132,160,Other social infrastructure and services,,,,,ODA Grants,160,I.6. Other Social Infrastructure & Services,16050,Multisector aid for basic soc. serv.,16050,Multisector aid for social services ,3466,0,0,0,0,2,0,,0,22000,C01,,0,0,0,0,3213.3676092545,0,0,C01,0,0,1,,,0,0,0,0,0,,OECD,OECD Online 2012 - 2014 July
116257414,,2012,Spain,ES,Europe,Bikarte,MUNIC,1,Belarus,BY,Europe,3/6/2012,2/10/2012,01/01/2012,,,Temporary hosting of Belarusian children (Christmas 2012),TEMPORARY HOSTING OF BELARUSIAN CHILDREN (CHRISTMAS 2012),"Acogida temporal de niños bielorrusos :: El proyecto consiste en la acogida en familias (verano e invierno) de 110 niñas y niños y monitoras y traductora, procedentes de Rusia y Bielorrusia.",2012-FEMP-12043-1,2012006345,160,Other social infrastructure and services,,,,,ODA Grants,160,I.6. Other Social Infrastructure & Services,16050,Multisector aid for basic soc. serv.,16050,Multisector aid for social services ,1109,0,0,0,0,2,0,,0,22000,C01,,0,0,0,0,1028.2776349614,0,0,C01,0,0,1,,,0,0,0,0,0,,OECD,OECD Online 2012 - 2014 July
116257451,,2012,Spain,ES,Europe,Asociación ANIDA,MUNIC,1,Belarus,BY,Europe,31/12/2011,29/9/2012,01/01/2012,,,Program of temporary hosting of Belarusian children suffering from the Chernobyl disaster.,PROGRAM OF TEMPORARY HOSTING OF BELARUSIAN CHILDREN SUFFERING FROM THE CHERNOBYL DISASTER.,"Programa de acogida temporal de menores bielorrusos afectados por la catástrofe de Chernobyl :: A través del Convenio de colaboración con ANIDA se apoya el ?Programa de acogida temporal de menores bielorrusos afectados por la catástrofe de Chernobyl? Este programa ha facilitado la estancia sanitaria en Córdoba, desde el 21 de junio al 30 de agosto de 2012, de una delegación de 36 niños/as bielorrusos/as víctimas de la catástrofe nuclear de Chernobyl, destinada a la mejora de su salud. Durante esta estancia los/as menores han pasado un reconocimiento médico especializado para aquellos que padecen alguna patología, así como una asistencia odontológica a todos lo/as menores en los centros de salud correspondiente a las familias de acogida.También han disfrutado de actividades recreativas y culturas, destacando el acto municipal de acogida, celebrado el 11 de julio en La Ciudad de los Niños y la Jornada de Convivencia del 4 de agosto en el Pantano de Puente Nuevo y en el que participaron los/as menores con sus familias de acogida, disfrutando de un curso de iniciación de vela y paseos en barco por el pantano.",2012-FEMP-11814-1,2012006651,160,Other social infrastructure and services,,,,,ODA Grants,160,I.6. Other Social Infrastructure & Services,16050,Multisector aid for basic soc. serv.,16050,Multisector aid for social services ,25647,0,0,0,0,2,0,,0,22000,C01,,0,0,0,0,23778.9203084833,0,0,C01,0,0,1,,,0,0,0,0,0,,OECD,OECD Online 2012 - 2014 July
116257581,,2012,Spain,ES,Europe,Parroquia Ntra.Sra. de Belén (Fuenlabrada),MUNIC,1,Belarus,BY,Europe,3/6/2012,2/8/2012,01/01/2012,,,"Hosting, Children of Chernobyl.","HOSTING, CHILDREN OF CHERNOBYL.",Acogimiento Niños de Chernobil :: Acogimiento por familias de Fuenlabrada de niños y niñas procedentes zona afectadas por catástrofe nuclear,2012-FEMP-12199-1,2012006300,160,Other social infrastructure and services,,,,,ODA Grants,160,I.6. Other Social Infrastructure & Services,16050,Multisector aid for basic soc. serv.,16050,Multisector aid for social services ,12477,0,0,0,0,2,0,,0,52000,C01,,0,0,0,0,0,11568.1233933162,0,C01,0,0,1,,,0,0,0,0,0,,OECD,OECD Online 2012 - 2014 July
116275005,,2012,Spain,ES,Europe,Ayuntamiento de Manresa conjuntamente con las entidades que componen el Consell Municipal de Solida,MUNIC,1,"Bilateral, unspecified",,"Bilateral, unspecified",10/7/2012,9/7/2012,01/01/2012,,,First event of child reception to Sahrawi and Belarusian minors.,FIRST EVENT OF CHILD RECEPTION TO SAHRAWI AND BELARUSIAN MINORS.,"I Acto de Acogida Infantil a menores saharauis y bielorrusos :: El 11 de julio de 2012 en la Ciudad de los/as Niños/as se celebró esta actividad cuyo objetivos eran conseguir un momento de juego y encuentro en el que menores saharauis (del programa Vacaciones en Paz de ACANSA) y bielorrusos (del Programa de Acogida Temporal a menores afectados por la catástrofe de Chernóbyl de ANIDA) se sientan acogidos por niños/as de nuestra ciudad y sus instituciones y dar a conocer a la infancia de Córdoba la situación que viven otros niños/as en el mundo.En este acto participaron las familias cordobesas de acogida y menores saharauis y bielorrusos, niños/as participantes de las Escuelas Municipales de Verano y otras familias interesadas. La participación se valora muy positivamente. En concreto fueron: 35 menores saharauis, 25 bielorrusos y 75 de las Escuelas de Verano , más otros niños/as cordobeses/as. Los menores fueron acompañados de sus familias.En su programa se contó con juegos infantiles, teatro-guiñol, música popular bielorrusa de acordeón, lecturas Infantiles y la siembra simbólica de un árbol por la paz y la amistad, a través de los cuales se trabajaron valores de interculturalidad y se conectaron las dos experiencias de acogida en nuestra ciudad.Este acto fue planificado y coordinado en todo momento con la Asociación Cordobesa Amigos de los Niños Saharuis (ACANSA) y con la Asociación ANIDA, así como con diferentes servicios municipales: la Delegación de Patrimonio, Casco Histórico y Naturaleza, la Delegación de Educación e Infancia, la Delegación de Infraestructuras, el INGEMA y la Ciudad de los Niños/as, coordinados a través de esta Delegación de Cooperación. --- original channelcode : 11003",2012-FEMP-11837-1,2012006674,430,Other,,,,,ODA Grants,430,IV.2. Other Multisector,43010,Multisector aid,43010,Multisector aid,1195,0,0,0,0,1,0,,0,11000,C01,,0,0,0,0,0,1108.1233933162,0,C01,0,0,1,,,0,0,0,0,0,,OECD,OECD Online 2012 - 2014 July
116352844,,2012,France,FR,Europe,ONG basée dans un pays en développement,MEN,1,Belarus,BY,Europe,,,01/01/2012,,,Coûts imputés des étudiants étrangers,COÛTS IMPUTÉS DES ÉTUDIANTS ÉTRANGERS,Coûts imputés des étudiants étrangers dans les universités en France,,2012175205,114,Post-secondary education,11420,Higher education,51010.05,General program assistance,ODA Grants,114,I.1.d. Post-Secondary Education,11420,Higher education,11420,Higher education,282647,0,0,0,0,1,0,,0,11000,E02,,0,0,0,0,265295.629820051,0,0,E02,0,0,8,1,,0,0,0,0,0,,OECD,OECD Online 2012 - 2014 July
116352882,,2012,France,FR,Europe,ONG basée dans un pays en développement,MEN,1,Belarus,BY,Europe,,,01/01/2012,,,Coûts imputés des étudiants étrangers,COÛTS IMPUTÉS DES ÉTUDIANTS ÉTRANGERS,Coûts imputés des étudiants étrangers dans les universités en France,,2012175112,114,Post-secondary education,11420,Higher education,51010.05,General program assistance,ODA Grants,114,I.1.d. Post-Secondary Education,11420,Higher education,11420,Higher education,2908022,0,0,0,0,1,0,,0,11000,E02,,0,0,0,0,2729498.71465296,0,0,E02,0,0,8,1,,0,0,0,0,0,,OECD,OECD Online 2012 - 2014 July
116465055,,2012,Denmark,DK,Europe,Oxfam GB,MFA,1,Belarus,BY,Europe,,,01/01/2012,,,Small-scale activities aggregated,SMALL-SCALE ACTIVITIES AGGREGATED,Small-scale activities aggregated,,2012119266,998,Unallocated/  unspecified,99810,Sectors not specified,99810.01,All other activities when sector is not specified,ODA Grants,151,I.5.a. Government & Civil Society-general,15160,Human rights,99810,Sectors not specified,67684,0,0,,,0,,,2,51000,C01,,0,0,0,0,63904.3852225427,0,0,C01,0,0,1,,,0,0,0,0,0,,OECD,OECD Online 2012 - 2014 July
116465086,,2012,Denmark,DK,Europe,,MFA,1,Belarus,BY,Europe,30/11/2012,30/11/2016,01/01/2012,,,Comp. 3 Civil Society Programme 2012-16 Belarus,COMP. 3 CIVIL SOCIETY PROGRAMME 2012-16 BELARUS,"The Belarus component aims to support civil society organisations, enhance their creation of local and international networks and to capacity build unions and environmental organisations. Further the programme seeks to promote the reform process.",403.a.20-1-3,2012001435,151,"Government and civil society, general",,,,,ODA Grants,151,I.5.a. Government & Civil Society-general,15150,Democratic participation and civil society,15150,Strengthening civil society,3841540,0,0,0,0,1,1,,2,,C01,,0,0,0,0,3627005.64776594,0,0,C01,0,0,1,,,0,0,0,0,0,,OECD,OECD Online 2012 - 2014 July
116465119,,2012,Denmark,DK,Europe,DEVELOPING COUNTRY-BASED NGO,MFA,1,Belarus,BY,Europe,,,01/01/2012,,,Small-scale activities aggregated,SMALL-SCALE ACTIVITIES AGGREGATED,Small-scale activities aggregated,,2012117834,998,Unallocated/  unspecified,99810,Sectors not specified,99810.01,All other activities when sector is not specified,ODA Grants,151,I.5.a. Government & Civil Society-general,15160,Human rights,99810,Sectors not specified,129881,0,0,,,0,,,2,23000,C01,,0,0,0,0,122627.33380542,0,0,C01,0,0,1,,,0,0,0,0,0,,OECD,OECD Online 2012 - 2014 July
116465151,,2012,Denmark,DK,Europe,DONOR COUNTRY-BASED NGO,MFA,1,Belarus,BY,Europe,,,01/01/2012,,,Small-scale activities aggregated,SMALL-SCALE ACTIVITIES AGGREGATED,Small-scale activities aggregated,,2012109557,998,Unallocated/  unspecified,99810,Sectors not specified,99810.01,All other activities when sector is not specified,ODA Grants,151,I.5.a. Government & Civil Society-general,15160,Human rights,99810,Sectors not specified,142320,0,0,,,0,,,2,22000,C01,,0,0,0,0,134371.923521995,0,0,C01,0,0,1,,,0,0,0,0,0,,OECD,OECD Online 2012 - 2014 July
116465183,,2012,Denmark,DK,Europe,3F - Fagligt Fælles Forbund,MFA,1,Belarus,BY,Europe,,,01/01/2012,,,3F through cooperation between unions promoting workers rights,3F THROUGH COOPERATION BETWEEN UNIONS PROMOTING WORKERS RIGHTS,,403.belarus.1-10-01-1,2012100834,151,"Government and civil society, general",,,,,ODA Grants,151,I.5.a. Government & Civil Society-general,15160,Human rights,15150,Strengthening civil society,166284,0,0,,,0,0,,2,22000,C01,,0,0,0,0,156997.530181868,0,0,C01,0,0,1,,,0,0,0,0,0,,OECD,OECD Online 2012 - 2014 July
116466184,,2012,Denmark,DK,Europe,International Media Support,MFA,1,"Bilateral, unspecified",,"Bilateral, unspecified",31/12/2011,31/5/2012,01/01/2012,,,"Bridging Regional media programme for Belarus, Ukraine og Azerbaijan","BRIDGING REGIONAL MEDIA PROGRAMME FOR BELARUS, UKRAINE OG AZERBAIJAN","Bridging for 6 months between the regional media programme phase 2, which ends December 2011 and Phase 3, which is planned to be initiated in July 2012",403.a.16-02,2011001541,151,"Government and civil society, general",,,,,ODA Grants,151,I.5.a. Government & Civil Society-general,15153,Media and free flow of information,15150,Strengthening civil society,678306,0,0,0,0,1,0,,2,21000,C01,,0,0,0,0,640425.568662671,0,0,C01,0,0,3,,,0,0,0,0,0,,OECD,OECD Online 2012 - 2014 July
